buggy_code,fixed_code
topicRegistrations == null && topicRegistrations.isEmpty(),topicRegistrations == null || topicRegistrations.isEmpty()
keys.isEmpty(),keySet.isEmpty()
keys.isEmpty(),keySet.isEmpty()
keys.isEmpty(),keySet.isEmpty()
keys.isEmpty(),keySet.isEmpty()
mapServiceContext.hasRegisteredListener(mapName),!mapServiceContext.hasRegisteredListener(mapName)
mapServiceContext.hasRegisteredListener(mapName),!mapServiceContext.hasRegisteredListener(mapName)
new ArrayList<Data>(),new ArrayList<Data>(entries.size())
Collection<Data>,List<Data>
Collection<Data>,List<Data>
16 << 10,32 << 10
(long)y & 0xFFFFFFFL,(long)y & 0xFFFFFFFFL
(long)y & 0xFFFFFFFL,(long)y & 0xFFFFFFFFL
LOAD_FACTOR=1000,LOAD_FACTOR=0.75f
"attribute.split(""\\."")","paramAttribute.split(""\\."")"
"attribute.split(""\\."")","paramAttribute.split(""\\."")"
EVICT_ALL + 1,IS_EMPTY + 1
EVICT_ALL + 1,IS_EMPTY + 1
mapConfig.getTotalBackupCount(),mapConfig.getBackupCount()
mapConfig.getTotalBackupCount(),mapConfig.getBackupCount()
mapConfig.getTotalBackupCount(),mapConfig.getBackupCount()
mapConfig.getTotalBackupCount(),mapConfig.getBackupCount()
"new ObjectRecordWithStats(key,v)","new ObjectRecordWithStats(key,value)"
return context; ,return ctx; 
return context; ,return ctx; 
return context; ,return ctx; 
AbstactStoreHandler<DelayedEntry>,AbstractStoreHandler<DelayedEntry>
AbstactStoreHandler<DelayedEntry>,AbstractStoreHandler<DelayedEntry>
partitionContainer.getRecordStore(name),partitionContainer.getExistingRecordStore(name)
partitionContainer.getRecordStore(name),partitionContainer.getExistingRecordStore(name)
connectionManager.markOwnerAddressAsClosed(),connectionManager.markOwnerConnectionAsClosed()
connectionManager.markOwnerAddressAsClosed(),connectionManager.markOwnerConnectionAsClosed()
mapContainer.getMapConfig().getTimeToLiveSeconds() * 1000,mapContainer.getMapConfig().getTimeToLiveSeconds() * 1000L
mapContainer.getMapConfig().getMaxIdleSeconds() * 1000,mapContainer.getMapConfig().getMaxIdleSeconds() * 1000L
internalExecutor.submit(command),internalExecutor.submit(futureTask)
internalExecutor.submit(command),internalExecutor.submit(futureTask)
potentialResponse == null,potentialResponse != null
"assertOpenEventually(countDownLatch,30)",assertOpenEventually(countDownLatch)
"assertOpenEventually(countDownLatch,30)",assertOpenEventually(countDownLatch)
"assertEquals(148,map.getLocalMapStats().getHeapCost())","assertEquals(156,map.getLocalMapStats().getHeapCost())"
constructors[TXN_REMOVE_ALL],constructors[TXN_REMOVE_ALL_BACKUP]
Integer.valueOf(sessionTTL),Integer.parseInt(sessionTTL)
Integer.valueOf(sessionTTL),Integer.parseInt(sessionTTL)
Integer.valueOf(st.nextToken()),Integer.parseInt(st.nextToken())
Integer.valueOf(st.nextToken()),Integer.parseInt(st.nextToken())
Long.valueOf(args[1]),Long.parseLong(args[1])
Long.valueOf(args[1]),Long.parseLong(args[1])
Long.valueOf(args[2]),Long.parseLong(args[2])
Long.valueOf(args[2]),Long.parseLong(args[2])
Long.valueOf(args[2]),Long.parseLong(args[2])
Long.valueOf(args[2]),Long.parseLong(args[2])
Long.valueOf(timeout),Long.parseLong(timeout)
Long.valueOf(timeout),Long.parseLong(timeout)
Long.valueOf(args[2]),Long.parseLong(args[2])
Long.valueOf(args[2]),Long.parseLong(args[2])
Long.valueOf(args[1]),Long.parseLong(args[1])
Long.valueOf(args[1]),Long.parseLong(args[1])
TransactionException e,Exception e
Integer.valueOf(sessionTTL),Integer.parseInt(sessionTTL)
Integer.valueOf(sessionTTL),Integer.parseInt(sessionTTL)
Integer.valueOf(st.nextToken()),Integer.parseInt(st.nextToken())
Integer.valueOf(st.nextToken()),Integer.parseInt(st.nextToken())
Long.valueOf(args[1]),Long.parseLong(args[1])
Long.valueOf(args[1]),Long.parseLong(args[1])
Long.valueOf(args[2]),Long.parseLong(args[2])
Long.valueOf(args[2]),Long.parseLong(args[2])
Long.valueOf(args[2]),Long.parseLong(args[2])
Long.valueOf(args[2]),Long.parseLong(args[2])
Long.valueOf(timeout),Long.parseLong(timeout)
Long.valueOf(timeout),Long.parseLong(timeout)
Long.valueOf(args[2]),Long.parseLong(args[2])
Long.valueOf(args[2]),Long.parseLong(args[2])
Long.valueOf(args[1]),Long.parseLong(args[1])
Long.valueOf(args[1]),Long.parseLong(args[1])
TransactionException e,Exception e
"localCache.put(name,NULL_ENTRY)","localCache.put(name,cacheEntry)"
"localCache.put(name,NULL_ENTRY)","localCache.put(name,cacheEntry)"
numThreads.get() > MAX_THREADS,numThreads.get() >= MAX_THREADS
return true; ,return false; 
return true; ,return false; 
"new CancelJobSupervisorOperation(name,jobId,jobOwner)","new CancelJobSupervisorOperation(name,jobId)"
constructor.getTypeParameters(),constructor.getParameterTypes()
constructor.getTypeParameters(),constructor.getParameterTypes()
9,1
"latch.await(100,TimeUnit.SECONDS)","latch.await(600,TimeUnit.SECONDS)"
TrustManagerFactory.getDefaultAlgorithm(),KeyManagerFactory.getDefaultAlgorithm()
TrustManagerFactory.getDefaultAlgorithm(),KeyManagerFactory.getDefaultAlgorithm()
TrustManagerFactory.getDefaultAlgorithm(),KeyManagerFactory.getDefaultAlgorithm()
TrustManagerFactory.getDefaultAlgorithm(),KeyManagerFactory.getDefaultAlgorithm()
tx == null,tx != null
tx == null,tx != null
"replicatedMapService.getReplicatedRecordStore(mapName,false)","replicatedMapService.getReplicatedRecordStore(mapName,true)"
"EventPublishingService<ReplicationMessage,ReplicatedMessageListener>","EventPublishingService<IdentifiedDataSerializable,ReplicatedMessageListener>"
ReplicationMessage event,IdentifiedDataSerializable event
new HashSet<RecordReplicationInfo>(recordStore.size()),new HashSet<RecordReplicationInfo>()
new HashSet<RecordReplicationInfo>(),new HashSet<RecordReplicationInfo>(recordStore.size())
entries.remove(key),entries.remove(timeKey)
"assertTrue(latch.await(5,TimeUnit.MINUTES))","assertTrue(""map size is : "" + map.size(),latch.await(5,TimeUnit.MINUTES))"
"assertEquals(8,config.getMapConfigs().size())","assertEquals(6,config.getMapConfigs().size())"
"assertEquals(8,config.getMapConfigs().size())","assertEquals(6,config.getMapConfigs().size())"
"latch.await(1,TimeUnit.MINUTES)","latch.await(5,TimeUnit.MINUTES)"
shouldBackup=false,shouldBackup=true
toBeRemovedKeys.clear(),toBeRemovedKeys.removeAll(keysToDelete)
toBeRemovedKeys.clear(),toBeRemovedKeys.removeAll(keysToDelete)
list.isEmpty(),!list.isEmpty()
list.isEmpty(),!list.isEmpty()
-1L,-1
-1L,-1
Collection<String>,List<String>
getClientConfig().getAddressList(),getClientConfig().getAddresses()
getClientConfig().getAddressList(),getClientConfig().getAddresses()
Collection<String>,List<String>
getClientConfig().getAddressList(),getClientConfig().getAddresses()
getClientConfig().getAddressList(),getClientConfig().getAddresses()
nodeEngine.getPartitionService(),nodeEngine.getClusterService()
nodeEngine.getPartitionService(),nodeEngine.getClusterService()
nodeEngine.getPartitionService(),nodeEngine.getClusterService()
nodeEngine.getPartitionService(),nodeEngine.getClusterService()
"assertEquals(3,map2.keySet().size())","assertEquals(2,map2.keySet().size())"
active,!active
active,!active
return false; ,return true; 
return false; ,return true; 
maxSize > (used / 1024 / 1024),maxSize < (used / 1024 / 1024)
maxSize > (used / total),maxSize < (used / total)
maxSize > (used / 1024 / 1024),maxSize < (used / 1024 / 1024)
maxSize > (used / total),maxSize < (used / total)
maxSize > (used / 1024 / 1024),maxSize < (used / 1024 / 1024)
maxSize > (used / total),maxSize < (used / total)
maxSize > (used / 1024 / 1024),maxSize < (used / 1024 / 1024)
maxSize > (used / total),maxSize < (used / total)
case REPLACE_IS_SAME: ,case REPLACE_IF_SAME: 
REPLACE_IS_SAME(7),REPLACE_IF_SAME(7)
"map.set(key,toStoreValue(value),0,TimeUnit.SECONDS)","map.set(key,toStoreValue(value))"
"map.set(keyValue.getKeyData(),value,0,TimeUnit.SECONDS)","map.set(keyValue.getKeyData(),value)"
factory.getSemaphore(packet.name),factory.getOrCreateProxyByName(packet.name)
factory.getSemaphore(packet.name),factory.getOrCreateProxyByName(packet.name)
"latch.await(1,TimeUnit.MINUTES)","latch.await(5,TimeUnit.MINUTES)"
active=true,active=false
"nearCache.put(key,event.getValue())",nearCache.invalidate(key)
"addEntryListener(new EntryListener<K,V>(){   public void entryAdded(  EntryEvent<K,V> event){     invalidate(event);   }   public void entryRemoved(  EntryEvent<K,V> event){     invalidate(event);   }   public void entryUpdated(  EntryEvent<K,V> event){     invalidate(event);   }   public void entryEvicted(  EntryEvent<K,V> event){     invalidate(event);   }   void invalidate(  EntryEvent<K,V> event){     System.err.println(""invalidate"");     final Data key=toData(event.getKey());     nearCache.put(key,event.getValue());   } } ,true)","addEntryListener(new EntryListener<K,V>(){   public void entryAdded(  EntryEvent<K,V> event){     invalidate(event);   }   public void entryRemoved(  EntryEvent<K,V> event){     invalidate(event);   }   public void entryUpdated(  EntryEvent<K,V> event){     invalidate(event);   }   public void entryEvicted(  EntryEvent<K,V> event){     invalidate(event);   }   void invalidate(  EntryEvent<K,V> event){     System.err.println(""invalidate"");     final Data key=toData(event.getKey());     nearCache.put(key,event.getValue());   } } ,false)"
name == null,key == null
name == null,key == null
serverSocket == null,serverSocket == null || !serverSocket.isBound()
serverSocket == null,serverSocket == null || !serverSocket.isBound()
1000 * 5,1000 * 60
v.getCreationTime() + timeToLive > now,v.getCreationTime() + timeToLive < now
v.getCreationTime() + timeToLive > now,v.getCreationTime() + timeToLive < now
"new RunnableAdapter<T>(task,result)",new RunnableAdapter<T>(task)
toObject(value),toObject(dataValue)
instance.managementService.unregister(),instance.managementService.destroy()
instance.managementService.unregister(),instance.managementService.destroy()
instance.managementService.unregister(),instance.managementService.destroy()
instance.managementService.unregister(),instance.managementService.destroy()
new MMUnlockHandler(this),new UnlockHandler(this)
new UnlockHandler(this),new MMUnlockHandler(this)
new LogVersionMismatchRequest(),new VersionMismatchLogRequest()
expectedValue.equals(oldValue),expectedValue.equals(oldObject)
getExecutorService(),"getExecutorService(""hz.initialization"")"
"pm.runMigrationTasks(this,tasks,partitionId,replicaIndex,from)","pm.runMigrationTasks(tasks,partitionId,replicaIndex,from)"
op.getResultAsObject(),op.getResultAsObject(false)
0,2
"new ThreadPoolExecutor(5,Integer.MAX_VALUE,6L,TimeUnit.SECONDS,new SynchronousQueue(),new ExecutorThreadFactory(node.threadGroup,node.getThreadPoolNamePrefix(""cached""),classLoader),new RejectionHandler()){   protected void beforeExecute(  Thread t,  Runnable r){     threadPoolBeforeExecute(t,r);   } } ","new ThreadPoolExecutor(5,Integer.MAX_VALUE,60L,TimeUnit.SECONDS,new SynchronousQueue(),new ExecutorThreadFactory(node.threadGroup,node.getThreadPoolNamePrefix(""cached""),classLoader),new RejectionHandler()){   protected void beforeExecute(  Thread t,  Runnable r){     threadPoolBeforeExecute(t,r);   } } "
"new ThreadPoolExecutor(5,Integer.MAX_VALUE,6L,TimeUnit.SECONDS,new SynchronousQueue(),new ExecutorThreadFactory(node.threadGroup,node.getThreadPoolNamePrefix(""cached""),classLoader),new RejectionHandler()){   protected void beforeExecute(  Thread t,  Runnable r){     threadPoolBeforeExecute(t,r);   } } ","new ThreadPoolExecutor(5,Integer.MAX_VALUE,60L,TimeUnit.SECONDS,new SynchronousQueue(),new ExecutorThreadFactory(node.threadGroup,node.getThreadPoolNamePrefix(""cached""),classLoader),new RejectionHandler()){   protected void beforeExecute(  Thread t,  Runnable r){     threadPoolBeforeExecute(t,r);   } } "
ttl > 0,ttl >= 0
ttl > 0,ttl >= 0
paused.get(),!paused.get()
paused.set(false),paused.set(true)
"BeforeAfterTester t=new BeforeAfterTester(new DisconnectionBehavior(h1,h2),new MultiCallBuilder(h1)); ","Runnable t=new RunAfterTester(new DisconnectionBehavior(h1,h2),new MultiCallBuilder(h1)); "
"BeforeAfterTester t=new BeforeAfterTester(new DisconnectionBehavior(h2,h1),new MultiCallBuilder(h2)); ","Runnable t=new RunAfterTester(new DisconnectionBehavior(h2,h1),new MultiCallBuilder(h2)); "
"BeforeAfterTester t=new BeforeAfterTester(new DisconnectionBehavior(h2,h1),new QueueCallBuilder(h2)); ","Runnable t=new RunAfterTester(new DisconnectionBehavior(h2,h1),new QueueCallBuilder(h2)); "
hz.getCluster().getLocalMember().isSuperClient(),hz.getCluster().getLocalMember().isLiteMember()
hz.getCluster().getLocalMember().isSuperClient(),hz.getCluster().getLocalMember().isLiteMember()
Object message,Message message
2,66
128,192
"handleSecurityPermissionEndpoints(principalNode,permConfig)","handleSecurityPermissionEndpoints(child,permConfig)"
"handleSecurityPermissionActions(principalNode,permConfig)","handleSecurityPermissionActions(child,permConfig)"
m.isCacheValue(),m.isReadBackupData()
m.isCacheValue(),m.isReadBackupData()
1024 * 1024,64 * 1024
pairs != null,pairs != null && pairs.getKeyValues() != null
i < 50,i < 100
i < 50,i < 100
0,18
(o instanceof Record),!(o instanceof Record)
Thread.sleep(10),Thread.sleep(50)
"latch.await(5,TimeUnit.SECONDS)","latch.await(25,TimeUnit.SECONDS)"
UnsupportedOperationException.class,NullPointerException.class
inner.innerSetException(new TimeoutException()),"inner.innerSetException(new TimeoutException(),false)"
inner.innerSetException((Throwable)result),"inner.innerSetException((Throwable)result,true)"
out.writeDouble((Float)obj),out.writeFloat((Float)obj)
out.writeDouble((Float)obj),out.writeFloat((Float)obj)
in.readInt(),in.readLong()
in.readInt(),in.readLong()
